event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,comments,study-specific-measurement,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,MODIS Land Vegetation Indices 500m 16d Terra NDVI
2259248592,TRUE,2015-04-10 19:00:00.000,-122.5889369,56.28957329,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.009659247
2259248593,TRUE,2015-05-10 19:00:00.000,-122.7517848,56.25633255,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.398308458
2259248594,TRUE,2015-06-18 19:00:00.000,-122.9632738,56.19473485,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.73085066
2259248595,TRUE,2015-07-16 19:00:00.000,-122.9660809,56.1912496,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.79946936
2259248596,TRUE,2015-08-12 19:00:00.000,-123.0258059,56.20329999,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.798771167
2259248597,TRUE,2015-09-18 19:00:00.000,-122.9426735,56.20909348,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.386933197
2259248598,TRUE,2015-11-20 19:00:00.000,-122.585282,56.29590424,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.006102972
2259248599,TRUE,2015-12-20 19:00:00.000,-122.5617019,56.26817732,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.023684429
2259248600,TRUE,2016-01-17 19:00:00.000,-122.5542189,56.2563178,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.134251599
2259248601,TRUE,2016-02-25 19:00:00.000,-122.5919998,56.29928679,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC01,GR_GC01,Mountain caribou in British Columbia,0.126626188
2259248602,TRUE,2015-04-10 19:00:00.000,-122.5889369,56.28957329,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.009659247
2259248603,TRUE,2015-05-10 19:00:00.000,-122.6046665,56.31827633,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.340664994
2259248604,TRUE,2015-06-18 19:00:00.000,-122.6526308,56.24384794,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.624601516
2259248605,TRUE,2015-07-16 19:00:00.000,-122.6138371,56.2457725,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.691419901
2259248606,TRUE,2015-08-12 19:00:00.000,-122.556,56.30880345,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.706009851
2259248607,TRUE,2015-09-18 19:00:00.000,-122.6240396,56.30131987,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.623962464
2259248608,TRUE,2015-10-17 19:00:00.000,-122.5222729,56.30964832,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.544523903
2259248609,TRUE,2015-11-20 19:00:00.000,-122.5839401,56.28854134,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,-0.022371864
2259248610,TRUE,2015-12-20 19:00:00.000,-122.5878658,56.2930288,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,-0.051435552
2259248611,TRUE,2016-01-17 19:00:00.000,-122.5703226,56.2841373,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.009642316
2259248612,TRUE,2016-02-25 19:00:00.000,-122.6028329,56.29711179,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC02,GR_GC02,Mountain caribou in British Columbia,0.023863437
2259248613,TRUE,2015-04-10 19:00:00.000,-122.587303,56.28828306,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.026237606
2259248614,TRUE,2015-05-10 19:00:00.000,-122.6046665,56.31827633,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.340664994
2259248615,TRUE,2015-06-18 19:00:00.000,-122.6526308,56.24384794,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.624601516
2259248616,TRUE,2015-07-16 19:00:00.000,-122.6870987,56.22184662,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.782273476
2259248617,TRUE,2015-08-12 19:00:00.000,-122.556612,56.26432275,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.582666135
2259248618,TRUE,2015-09-18 19:00:00.000,-122.5345737,56.23248995,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.531418482
2259248619,TRUE,2015-10-17 19:00:00.000,-122.5818654,56.35426544,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.652308896
2259248620,TRUE,2015-11-20 19:00:00.000,-122.7026536,56.39961708,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.263819316
2259248621,TRUE,2015-12-20 19:00:00.000,-122.7212629,56.42265133,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.085036147
2259248622,TRUE,2016-01-17 19:00:00.000,-122.6999735,56.37988982,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.169609915
2259248623,TRUE,2016-02-25 19:00:00.000,-122.6179096,56.31805733,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC03,GR_GC03,Mountain caribou in British Columbia,0.362597849
2259248624,TRUE,2015-04-10 19:00:00.000,-122.6840118,56.45557058,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.357183966
2259248625,TRUE,2015-05-10 19:00:00.000,-122.693469,56.56055731,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.612768237
2259248626,TRUE,2015-09-18 19:00:00.000,-122.8151348,56.5545178,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.652227796
2259248627,TRUE,2015-10-20 19:00:00.000,-122.6941713,56.43507579,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.683128808
2259248628,TRUE,2015-11-20 19:00:00.000,-122.7021524,56.4057073,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.301471227
2259248629,TRUE,2015-12-20 19:00:00.000,-122.7212629,56.42265133,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.085036147
2259248630,TRUE,2016-01-17 19:00:00.000,-122.6200508,56.40033494,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.508842672
2259248631,TRUE,2016-02-25 19:00:00.000,-122.6439422,56.39233779,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC04,GR_GC04,Mountain caribou in British Columbia,0.222451068
2259248632,TRUE,2015-04-10 19:00:00.000,-122.5889369,56.28957329,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.009659247
2259248633,TRUE,2015-05-10 19:00:00.000,-122.7213534,56.31264595,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.674063893
2259248634,TRUE,2015-06-18 19:00:00.000,-122.6296145,56.29132784,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.586996283
2259248635,TRUE,2015-07-16 19:00:00.000,-122.6356851,56.23908227,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.657540592
2259248636,TRUE,2015-08-12 19:00:00.000,-122.6321704,56.34313139,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.64298476
2259248637,TRUE,2015-09-18 19:00:00.000,-122.72823,56.27072132,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.619510387
2259248638,TRUE,2015-10-17 19:00:00.000,-122.5832761,56.24710193,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.71402279
2259248639,TRUE,2015-11-20 19:00:00.000,-122.5501,56.24968119,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.14419084
2259248640,TRUE,2015-12-20 19:00:00.000,-122.5133514,56.32738514,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.134172035
2259248641,TRUE,2016-01-17 19:00:00.000,-122.6242395,56.33034958,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.445181877
2259248642,TRUE,2016-02-25 19:00:00.000,-122.6137843,56.31351632,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC05,GR_GC05,Mountain caribou in British Columbia,0.25666649
2259248643,TRUE,2015-04-10 19:00:00.000,-122.7278883,56.45968151,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.131396
2259248644,TRUE,2015-05-10 19:00:00.000,-122.7412883,56.57709801,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.411115717
2259248645,TRUE,2015-06-18 19:00:00.000,-123.2141711,56.64516519,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.636979133
2259248646,TRUE,2015-07-16 19:00:00.000,-123.4688061,56.84649844,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.752230511
2259248647,TRUE,2015-08-12 19:00:00.000,-123.2787831,56.69225724,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.73950742
2259248648,TRUE,2015-09-18 19:00:00.000,-122.7442799,56.54383585,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.546314706
2259248649,TRUE,2015-11-20 19:00:00.000,-123.2002557,56.58866061,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC06,GR_GC06,Mountain caribou in British Columbia,0.269399458
2259248650,TRUE,2015-04-10 19:00:00.000,-122.7278883,56.45968151,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.131396
2259248651,TRUE,2015-05-10 19:00:00.000,-122.7350678,56.56815468,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.48304694
2259248652,TRUE,2015-06-18 19:00:00.000,-122.6884946,56.45104482,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.702186436
2259248653,TRUE,2015-07-16 19:00:00.000,-123.4174892,56.76077679,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.568520668
2259248654,TRUE,2015-08-12 19:00:00.000,-123.4261945,56.75530308,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.547045001
2259248655,TRUE,2015-10-20 19:00:00.000,-122.8222556,56.6144432,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.678055513
2259248656,TRUE,2015-11-20 19:00:00.000,-122.7021524,56.4057073,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.301471227
2259248657,TRUE,2015-12-20 19:00:00.000,-122.6957706,56.39522498,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.237199095
2259248658,TRUE,2016-01-17 19:00:00.000,-122.7199118,56.42782328,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.169360527
2259248659,TRUE,2016-02-25 19:00:00.000,-122.7273049,56.44598812,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC07,GR_GC07,Mountain caribou in British Columbia,0.220039559
2259248660,TRUE,2015-04-10 19:00:00.000,-122.6393033,56.45978818,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.33644067
2259248661,TRUE,2015-05-10 19:00:00.000,-122.7835932,56.60272962,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.37124885
2259248662,TRUE,2015-06-18 19:00:00.000,-123.0096686,56.5764683,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.685171502
2259248663,TRUE,2015-07-16 19:00:00.000,-123.0302605,56.57841454,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.643181819
2259248664,TRUE,2015-08-12 19:00:00.000,-123.0302605,56.57841454,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.692018003
2259248665,TRUE,2015-09-18 19:00:00.000,-122.9923051,56.55629909,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.609356509
2259248666,TRUE,2015-10-20 19:00:00.000,-122.7683727,56.62253906,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.613217908
2259248667,TRUE,2015-11-20 19:00:00.000,-122.7656837,56.57781119,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.196141843
2259248668,TRUE,2015-12-20 19:00:00.000,-122.8532897,56.55683268,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.140061524
2259248669,TRUE,2016-01-17 19:00:00.000,-122.8015041,56.51070786,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.269475885
2259248670,TRUE,2016-02-25 19:00:00.000,-122.7807221,56.53034834,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC08,GR_GC08,Mountain caribou in British Columbia,0.202905045
2259248671,TRUE,2015-04-10 19:00:00.000,-122.786336,56.5871739,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.164917277
2259248672,TRUE,2015-05-10 19:00:00.000,-122.7501266,56.59195786,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.375093248
2259248673,TRUE,2015-06-18 19:00:00.000,-122.9081514,56.60893917,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.699257419
2259248674,TRUE,2015-07-16 19:00:00.000,-122.7803043,56.59127811,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.742404716
2259248675,TRUE,2015-08-12 19:00:00.000,-122.7904932,56.58326389,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.700464921
2259248676,TRUE,2015-09-18 19:00:00.000,-122.7919824,56.64408856,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.592024346
2259248677,TRUE,2015-10-20 19:00:00.000,-122.7683727,56.62253906,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.613217908
2259248678,TRUE,2015-11-20 19:00:00.000,-122.7047361,56.57414168,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.415566438
2259248679,TRUE,2015-12-20 19:00:00.000,-122.955975,56.58676564,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.280756803
2259248680,TRUE,2016-01-17 19:00:00.000,-122.9244502,56.57239389,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.30584522
2259248681,TRUE,2016-02-25 19:00:00.000,-122.7807221,56.53034834,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC09,GR_GC09,Mountain caribou in British Columbia,0.202905045
2259248682,TRUE,2015-04-10 19:00:00.000,-122.7602258,56.59143868,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.1560806
2259248683,TRUE,2015-05-10 19:00:00.000,-122.8068849,56.59328973,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.566648091
2259248684,TRUE,2015-06-18 19:00:00.000,-122.8634802,56.53248823,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.700729246
2259248685,TRUE,2015-07-16 19:00:00.000,-122.8976819,56.57671408,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.750056391
2259248686,TRUE,2015-08-12 19:00:00.000,-122.9240804,56.44815114,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.716620216
2259248687,TRUE,2015-09-18 19:00:00.000,-122.8002774,56.49677135,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.588261977
2259248688,TRUE,2015-10-20 19:00:00.000,-122.884329,56.61587297,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.5310565
2259248689,TRUE,2015-11-20 19:00:00.000,-122.9414943,56.63308146,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.169520481
2259248690,TRUE,2015-12-20 19:00:00.000,-122.9408436,56.6218062,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.152736358
2259248691,TRUE,2016-01-17 19:00:00.000,-122.8815841,56.57140815,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.085681821
2259248692,TRUE,2016-02-25 19:00:00.000,-122.8966618,56.58668559,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC10,GR_GC10,Mountain caribou in British Columbia,0.158658155
2259248693,TRUE,2015-04-10 19:00:00.000,-122.8046662,56.65087407,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.180392414
2259248694,TRUE,2015-05-10 19:00:00.000,-122.9000959,56.66739197,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.473759121
2259248695,TRUE,2015-06-18 19:00:00.000,-122.9048675,56.60621453,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.720586322
2259248696,TRUE,2015-07-16 19:00:00.000,-122.8746511,56.6107337,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.730874148
2259248697,TRUE,2015-08-12 19:00:00.000,-122.8474143,56.63423251,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.74411408
2259248698,TRUE,2015-09-18 19:00:00.000,-122.9086843,56.59063901,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.613983739
2259248699,TRUE,2015-10-20 19:00:00.000,-122.884329,56.61587297,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.5310565
2259248700,TRUE,2015-11-20 19:00:00.000,-122.9284714,56.6148191,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.270328154
2259248701,TRUE,2015-12-20 19:00:00.000,-122.9139716,56.67865924,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.205223405
2259248702,TRUE,2016-01-17 19:00:00.000,-122.9018233,56.62426113,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.428020875
2259248703,TRUE,2016-02-25 19:00:00.000,-122.6501315,56.3320965,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC11,GR_GC11,Mountain caribou in British Columbia,0.519051052
2259248704,TRUE,2015-04-10 19:00:00.000,-122.8213385,56.67062797,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.446262859
2259248705,TRUE,2015-05-10 19:00:00.000,-122.8733034,56.5899342,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.257022989
2259248706,TRUE,2015-06-18 19:00:00.000,-123.2941737,56.68940987,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.590751252
2259248707,TRUE,2015-07-16 19:00:00.000,-123.0780335,56.60878689,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.742214859
2259248708,TRUE,2015-08-12 19:00:00.000,-122.762086,56.5985936,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.736877114
2259248709,TRUE,2015-09-18 19:00:00.000,-122.9467544,56.56730247,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.607102868
2259248710,TRUE,2015-10-20 19:00:00.000,-122.8524342,56.56346196,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.708129382
2259248711,TRUE,2015-11-20 19:00:00.000,-122.9284714,56.6148191,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.270328154
2259248712,TRUE,2015-12-20 19:00:00.000,-122.9408436,56.6218062,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.152736358
2259248713,TRUE,2016-01-17 19:00:00.000,-122.8905255,56.58045436,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.083626264
2259248714,TRUE,2016-02-25 19:00:00.000,-122.8723236,56.56177699,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC12,GR_GC12,Mountain caribou in British Columbia,0.16622688
2259248715,TRUE,2015-04-10 19:00:00.000,-123.0343141,56.93756045,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.106788618
2259248716,TRUE,2015-05-10 19:00:00.000,-122.9486813,56.93418578,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.516549164
2259248717,TRUE,2015-06-18 19:00:00.000,-123.4301121,56.85047378,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.455897308
2259248718,TRUE,2015-07-16 19:00:00.000,-123.4688061,56.84649844,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.752230511
2259248719,TRUE,2015-08-12 19:00:00.000,-123.2803279,56.89987899,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.740818261
2259248720,TRUE,2015-09-18 19:00:00.000,-123.4755267,56.79597469,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.531628619
2259248721,TRUE,2015-10-20 19:00:00.000,-123.4614468,56.79998945,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC13,GR_GC13,Mountain caribou in British Columbia,0.302396031
2259248722,TRUE,2015-04-10 19:00:00.000,-122.7819886,56.63810606,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC14,GR_GC14,Mountain caribou in British Columbia,0.217364825
2259248723,TRUE,2015-05-10 19:00:00.000,-122.8114164,56.63487495,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC14,GR_GC14,Mountain caribou in British Columbia,0.575110481
2259248724,TRUE,2015-06-18 19:00:00.000,-122.9048675,56.60621453,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC14,GR_GC14,Mountain caribou in British Columbia,0.720586322
2259248725,TRUE,2015-07-16 19:00:00.000,-123.1486121,56.88374577,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC14,GR_GC14,Mountain caribou in British Columbia,0.760682389
2259248726,TRUE,2015-08-12 19:00:00.000,-123.3853662,56.7338026,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC14,GR_GC14,Mountain caribou in British Columbia,0.724172649
2259248727,TRUE,2015-09-18 19:00:00.000,-122.909762,56.69181775,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC14,GR_GC14,Mountain caribou in British Columbia,0.647775619
2259248728,TRUE,2015-04-10 19:00:00.000,-122.8292151,56.61756143,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.220544594
2259248729,TRUE,2015-05-10 19:00:00.000,-122.8296683,56.6652762,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.569523391
2259248730,TRUE,2015-06-18 19:00:00.000,-122.9048675,56.60621453,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.720586322
2259248731,TRUE,2015-07-16 19:00:00.000,-123.4064919,56.24700119,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.754343449
2259248732,TRUE,2015-08-12 19:00:00.000,-123.5156857,56.22730417,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.322909321
2259248733,TRUE,2015-09-18 19:00:00.000,-123.4907898,56.21903164,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.245520066
2259248734,TRUE,2015-10-17 19:00:00.000,-123.343484,56.25505365,,Graham,Summer,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.366467475
2259248735,TRUE,2015-11-20 19:00:00.000,-123.2105501,56.15185674,,Graham,Winter,radio-transmitter,Rangifer tarandus,GC15,GR_GC15,Mountain caribou in British Columbia,0.059259685
